ADC_Value,mV_Value
10935,2050.31
10937,2050.69
10939,2051.06
10943,2051.81
10940,2051.25
10941,2051.44
10940,2051.25
10949,2052.94
10957,2054.44
10963,2055.56
10945,2052.19
10955,2054.06
10965,2055.94
10980,2058.75
10977,2058.19
10980,2058.75
10993,2061.19
10984,2059.50
10986,2059.87
10983,2059.31
11015,2065.31
11012,2064.75
11013,2064.94
11013,2064.94
11017,2065.69
11029,2067.94
11014,2065.12
11013,2064.94
11010,2064.37
10992,2061.00
10982,2059.12
11014,2065.12
11022,2066.62
11016,2065.50
11012,2064.75
10981,2058.94
10991,2060.81
10996,2061.75
11000,2062.50
10998,2062.12
11000,2062.50
11003,2063.06
11003,2063.06
10984,2059.50
10973,2057.44
10920,2047.50
10935,2050.31
10982,2059.12
10997,2061.94
10895,2042.81
10763,2018.06
10781,2021.44
10779,2021.06
10757,2016.94
10920,2047.50
10947,2052.56
10937,2050.69
10927,2048.81
10895,2042.81
10940,2051.25
10921,2047.69
10913,2046.19
10758,2017.13
10664,1999.50
10762,2017.88
10822,2029.13
10354,1941.38
10944,2052.00
10985,2059.69
10913,2046.19
10588,1985.25
11306,2119.87
11350,2128.12
11384,2134.50
11393,2136.19
11386,2134.87
11359,2129.81
11302,2119.13
11337,2125.69
11339,2126.06
11339,2126.06
11318,2122.12
11336,2125.50
11345,2127.19
11348,2127.75
11305,2119.69
11309,2120.44
11331,2124.56
11338,2125.87
11330,2124.37
11328,2124.00
11346,2127.38
11355,2129.06
11355,2129.06
11372,2132.25
11393,2136.19
11405,2138.44
11330,2124.37
11371,2132.06
11369,2131.69
11371,2132.06
11373,2132.44
11377,2133.19
11364,2130.75
11360,2130.00
11363,2130.56
11368,2131.50
11381,2133.94
11365,2130.94
11338,2125.87
11310,2120.62
11323,2123.06
11331,2124.56
11320,2122.50
11250,2109.37
11267,2112.56
11098,2080.87
11268,2112.75
11247,2108.81
11257,2110.69
11262,2111.62
11193,2098.69
11280,2115.00
11308,2120.25
11304,2119.50
11298,2118.37
11301,2118.94
11266,2112.37
11283,2115.56
11311,2120.81
11315,2121.56
11292,2117.25
11294,2117.62
11286,2116.12
11274,2113.87
11309,2120.44
11298,2118.37
11303,2119.31
11324,2123.25
11336,2125.50
11362,2130.37
11368,2131.50
11340,2126.25
11353,2128.69
11364,2130.75
11367,2131.31
11365,2130.94
11356,2129.25
11349,2127.94
11306,2119.87
11314,2121.37
11325,2123.44
11328,2124.00
11314,2121.37
11318,2122.12
11324,2123.25
11328,2124.00
11333,2124.94
11330,2124.37
11332,2124.75
11314,2121.37
11409,2139.19
11450,2146.87
11455,2147.81
11437,2144.44
11437,2144.44
11433,2143.69
11460,2148.75
11463,2149.31
11462,2149.12
11481,2152.69
11488,2154.00
11485,2153.44
11469,2150.44
11492,2154.75
11463,2149.31
11455,2147.81
11483,2153.06
11519,2159.81
11520,2160.00
11547,2165.06
11561,2167.69
11553,2166.19
11565,2168.44
11529,2161.69
11517,2159.44
11531,2162.06
11532,2162.25
11532,2162.25
11538,2163.37
11556,2166.75
11547,2165.06
11539,2163.56
11586,2172.37
11565,2168.44
11564,2168.25
11476,2151.75
11534,2162.62
11545,2164.69
11544,2164.50
11542,2164.12
11568,2169.00
11553,2166.19
11559,2167.31
11575,2170.31
11588,2172.75
11586,2172.37
11591,2173.31
11589,2172.94
11588,2172.75
11594,2173.87
11605,2175.94
11602,2175.37
11606,2176.12
11615,2177.81
11625,2179.69
11627,2180.06
11626,2179.88
11616,2178.00
11611,2177.06
11614,2177.62
11615,2177.81
11626,2179.88
11625,2179.69
11614,2177.62
11615,2177.81
11622,2179.12
11629,2180.44
11630,2180.62
11623,2179.31
11611,2177.06
11618,2178.37
11620,2178.75
11617,2178.19
11573,2169.94
11610,2176.87
11607,2176.31
11619,2178.56
11637,2181.94
11633,2181.19
11639,2182.31
11640,2182.50
11647,2183.81
11639,2182.31
11651,2184.56
11654,2185.12
11646,2183.62
11642,2182.87
11646,2183.62
11651,2184.56
11664,2187.00
11668,2187.75
11661,2186.44
11662,2186.62
11672,2188.50
11605,2175.94
11653,2184.94
11656,2185.50
11659,2186.06
11664,2187.00
11665,2187.19
11664,2187.00
11649,2184.19
11654,2185.12
11647,2183.81
11637,2181.94
11644,2183.25
11652,2184.75
11660,2186.25
11677,2189.44
11677,2189.44
11669,2187.94
11673,2188.69
11674,2188.87
11678,2189.62
11652,2184.75
11666,2187.37
11671,2188.31
11677,2189.44
11647,2183.81
11668,2187.75
11669,2187.94
11676,2189.25
11684,2190.75
11685,2190.94
11679,2189.81
11692,2192.25
11689,2191.69
11684,2190.75
11686,2191.12
11685,2190.94
11625,2179.69
11674,2188.87
11674,2188.87
11700,2193.75
11666,2187.37
11633,2181.19
11632,2181.00
11624,2179.50
11604,2175.75
11642,2182.87
11638,2182.12
11642,2182.87
11638,2182.12
11645,2183.44
11670,2188.13
11654,2185.12
11631,2180.81
11648,2184.00
11708,2195.25
11703,2194.31
11694,2192.62
